id,mpg
219,30.64324516
322,33.55272598
260,22.59442509
168,26.92604912
97,15.61104252
223,17.2545438
367,21.56207714
239,29.44043205
206,28.59390156
92,13.24989096
241,27.90075809
53,27.59067387
83,23.09555813
347,35.41567047
203,18.94446665
269,27.98489075
237,23.51260136
328,26.92808769
225,15.86804468
85,27.13802307
374,26.46764915
155,18.39865086
391,28.75898533
180,22.39777134
132,30.27524048
274,27.70265846
190,16.60316853
343,32.36777355
55,30.26161377
376,36.29480762
279,32.25910854
116,14.79345364
360,26.39183479
35,17.77302532
306,25.93645348
153,19.34518147
136,17.93098656
338,33.14255093
189,15.24478357
369,28.60662548
105,12.28181274
216,16.55206669
42,14.40554411
96,12.61384783
7,13.65245907
169,22.55599678
213,14.08001497
319,27.94803772
171,22.71050514
82,25.65109959
151,25.07978634
141,14.73343147
349,35.59568344
371,29.94786049
302,31.93347878
234,30.7644545
164,17.94939053
193,18.89661816
377,35.35666862
174,23.84345589
242,23.38976021
86,14.78251629
76,14.60426556
366,23.43380188
27,12.20479727
48,18.03944557
267,30.79328484
14,16.5154974
299,18.58256325
258,21.27278362
235,23.96333801
305,32.7018943
57,27.79061424
270,30.13358013
110,22.68107979
39,13.84793442
229,18.62229683
214,15.73849838
195,19.32559544
245,32.56763123
227,19.10029587
247,31.20199818
158,13.77684242
108,19.46853897
64,13.10367512
215,16.63183542
243,24.52350639
205,30.71336437
127,20.50587276
70,12.69490692
212,19.35173882
282,23.1947514
321,31.57438648
101,18.82125351
394,26.76921745
353,33.22444118
386,35.36837135
167,17.93427845
161,17.62129509
9,12.76924139
287,19.18837063
397,28.38684196
144,25.36758072
276,23.36713169
204,30.47813877
388,23.23526878
128,19.38937847
31,23.12066765
275,24.81068089
348,34.94690063
126,20.40921165
103,28.31316181
294,32.94417027
251,18.66699089
329,26.10634754
17,20.29079575
45,11.8970257
54,29.45343296
188,15.65487499
354,35.57343277
19,27.09663464
336,32.34969948
368,28.71752079
296,32.76204197
255,22.64027256
257,20.33445621
25,20.6620026
138,12.98569571
47,22.37218685
217,30.93631157
209,16.52510849
32,24.71744167
114,22.97297588
339,31.49604362
16,20.60416077
392,31.34928288
72,25.00602924
254,22.02821808
26,11.68200352
323,34.78787834
387,24.78205475
288,18.53319786
293,18.33028685
315,25.845994
88,15.00240898
268,28.02607838
298,24.2764325
162,17.39612267
176,29.3645137
91,12.18708246
50,23.19832825
11,15.35471127
284,21.60736752
112,27.47598698
146,30.20028828
95,12.59454605
317,21.75846203
344,34.1506131
249,32.94962002
334,25.0211182
98,18.60170605
129,18.15108875
211,22.3542696
359,28.19991798
271,28.12930016
111,25.3592231
208,21.57449707
15,24.45742741
179,21.69921478
327,33.88801987
248,31.29932598
102,20.65879627
93,13.80157812
165,19.36258842
364,20.85499668
372,30.89290276
49,18.53150429
3,15.98995535
58,24.82516003
218,28.64594704
197,26.80408508
123,21.79523506
383,34.06487297
192,19.49020367
393,26.0275494
231,15.72155737
324,25.3887265
20,27.60796879
133,23.27200195
281,21.24160778
202,18.45340458
381,34.06000973
357,33.29802277
291,18.04155827
60,25.38059326
253,20.14054615
259,20.29594986
163,17.64805286
261,19.93887314
