id,mpg
219,31.81999374
322,30.81042992
260,22.67919479
168,28.35805939
97,16.09948586
223,16.82820213
367,22.83219261
239,30.17363861
206,28.89562462
92,13.73673763
241,29.60042358
53,27.31172539
83,24.12668564
347,36.48363754
203,19.92109421
269,27.4937748
237,24.00993782
328,25.54883308
225,15.3553183
85,27.73231987
374,25.85570435
155,19.12122902
391,28.09738907
180,20.70718773
132,30.08919968
274,27.06716141
190,16.12677856
343,29.23917564
55,29.51490623
376,37.33256821
279,33.16320999
116,14.92055832
360,24.95987511
35,16.63593323
306,25.69304367
153,19.09347862
136,16.67553375
338,30.62775764
189,15.29174301
369,28.08818863
105,12.79421356
216,17.28332581
42,14.12848488
96,12.98091335
7,13.73717213
169,23.32824715
213,14.96523239
319,27.26996384
171,23.74998451
82,25.096362
151,25.1044014
141,14.83050156
349,36.56889816
371,29.1646534
302,31.47614502
234,31.14660355
164,17.19195206
193,18.78615692
377,36.75886292
174,24.87309891
242,23.42956543
86,14.96089478
76,14.56302635
366,25.49625496
27,13.00506237
48,17.1185363
267,30.85255959
14,17.70879494
299,18.75836929
258,20.15563049
235,24.76281387
305,32.97246353
57,27.58803314
270,27.41499413
110,23.86120033
39,14.12227989
229,18.72879433
214,15.85143112
195,20.96866341
245,33.9683815
227,19.07988258
247,33.33402786
158,14.69120201
108,21.3262159
64,13.66387409
215,17.01282715
243,25.05143448
205,30.32815559
127,20.87613869
70,13.37534786
212,16.42833916
282,25.03364044
321,29.23638794
101,19.30694939
394,26.287967
353,30.28920341
386,36.4056012
167,19.80508705
161,17.24154312
9,12.99021282
287,19.27349884
397,28.64771751
144,25.11295181
276,21.60253868
204,30.51010887
388,24.94729118
128,20.26912163
31,23.4860215
275,23.71332779
348,36.62275055
126,19.90821724
103,28.71577095
294,34.05979065
251,17.87619995
329,24.70558723
17,21.67540169
45,11.85379658
54,28.85225395
188,14.9616803
354,35.13571533
19,27.19344963
336,28.99610611
368,28.73494926
296,33.29647888
255,22.75061066
257,19.60102165
25,22.35573769
138,13.81695457
47,23.363368
217,31.15512344
209,16.80014267
32,24.7698111
114,23.27555252
339,28.95029648
16,20.20416351
392,29.28596962
72,24.36659561
254,22.28046104
26,12.80288177
323,35.87076447
387,25.74563576
288,18.10247307
293,18.22664001
315,25.29994583
88,15.19607254
268,26.38283829
298,22.82195702
162,16.65793274
176,29.76108398
91,12.92200397
50,23.86715813
11,16.02619041
284,22.62510574
112,27.60822807
146,29.18427475
95,13.29751339
317,23.46124908
344,37.59126907
249,33.42454086
334,24.3219825
98,19.11135948
129,17.91015114
211,21.83163994
359,28.31813171
271,26.53770889
111,24.94359726
208,20.71028687
15,24.05783844
179,20.7077877
327,32.21495491
248,32.82921783
102,20.43001839
93,13.77060085
165,20.50532494
364,22.98011887
372,28.84222382
49,18.64472847
3,16.37530212
58,24.92450653
218,29.08046326
197,28.98707054
123,22.87507729
383,31.79764381
192,19.34907715
393,25.31492271
231,15.76581284
324,24.87547203
20,27.96063652
133,23.59038361
281,22.85883522
202,17.60636856
381,35.22027664
357,30.57095375
291,17.20451675
60,26.0843277
253,19.47792259
259,19.37252174
163,17.42871811
261,18.67150909
