id,mpg
219,31.88665728781124
322,31.40547472009259
260,24.864496900083992
168,28.57645583750047
97,15.453967242313556
223,16.85043479248422
367,23.527949733636262
239,29.726650723406337
206,29.366585873861332
92,11.515586718832708
241,30.026683147842753
53,25.60443159147229
83,24.884143159851227
347,33.205798162227026
203,21.969746438300007
269,29.06569839564888
237,25.723117121171214
328,24.916264919846178
225,15.538003869271964
85,27.257928129573145
374,28.290516989048008
155,20.473810967049072
391,30.588213811150368
180,24.065882085247964
132,29.869479066706596
274,28.290679146223916
190,15.86247144566397
343,31.312575759470413
55,28.1779440971113
376,34.9141764318427
279,31.98087916569004
116,13.867027764606586
360,25.402689248505453
35,16.89432876851784
306,26.929088576863123
153,22.080012428681044
136,17.755533955232682
338,30.50369956239249
189,15.341458854038109
369,28.947224925711794
105,9.112811564422987
216,18.359526584860774
42,13.273815515196496
96,8.66350849524806
7,10.920045468229407
169,25.075428750534932
213,13.862051159449521
319,28.82211257552401
171,25.870930413256467
82,24.819814466091422
151,26.707081681703713
141,12.661730436790247
349,33.3583423449161
371,30.67970899718525
302,30.77404005491759
234,31.791222416195566
164,18.36870082136891
193,19.955798238098044
377,33.568919179729114
174,25.38361805250048
242,25.087492441536718
86,13.601388704380717
76,14.146559046260094
366,26.66673961935009
27,9.773119483627735
48,18.212359096897163
267,29.17442920856287
14,19.523625244800698
299,18.89773309213377
258,22.864612571315362
235,26.51814329044886
305,30.503366259671864
57,26.8781464674896
270,29.31314330563334
110,24.54090350101928
39,11.675166546295312
229,21.27402350035198
214,16.16657706967062
195,22.40629580017613
245,31.75217033046283
227,19.800553828284404
247,30.88018044684386
158,12.62876137222591
108,21.21224263644504
64,12.829119465109493
215,17.423714894238582
243,24.632241111983767
205,29.222831589945706
127,23.42998354561945
70,11.654860852273814
212,17.059511722453852
282,26.109220434237436
321,29.421281996859484
101,21.903307269254107
394,28.81343312765079
353,30.162101213665828
386,33.16162990159567
167,21.715829283569626
161,15.061024799501944
9,11.719724715761444
287,20.542868643171676
397,29.753972044659356
144,26.683311313149957
276,23.942674500412252
204,31.770960254825432
388,28.454505784977435
128,21.13031643275004
31,24.439932376830193
275,23.689216149633154
348,32.53101844701523
126,22.198081187057262
103,28.664092170700876
294,33.196219700132716
251,19.807789333867216
329,24.17771227521456
17,20.358718830967693
45,6.994654457391235
54,28.266058337317666
188,14.554005626623841
354,32.734069715491714
19,24.577564659074476
336,30.225358057312434
368,29.176685198997312
296,32.15848082498073
255,25.206324001666907
257,21.71397267469989
25,21.09403853570194
138,10.043930368996286
47,23.145761198089694
217,30.022282010270978
209,17.873367069996842
32,25.9465151207787
114,24.18247198352377
339,30.58706418408454
16,21.338469180694744
392,31.34080413268383
72,25.02818609912648
254,23.488044970096865
26,8.963957701030854
323,31.532442331503162
387,26.12330953595194
288,19.659017503429872
293,19.130843286661456
315,26.81060456508218
88,14.491779528408681
268,28.56350654198223
298,22.006698372665475
162,15.368858400536684
176,30.24569957651982
91,9.522715003961547
50,25.355032757082483
11,16.113429306729603
284,23.17653550854412
112,26.94634474546531
146,27.611520728012195
95,10.363977175095997
317,23.7335124803934
344,35.24953517818946
249,32.25334454505471
334,25.479173520576957
98,20.487874935438953
129,18.652651600280233
211,23.69087384680752
359,28.96475334913928
271,28.82493240025137
111,25.01698494410271
208,22.09622469154489
15,24.309082681381533
179,23.147659447321807
327,30.791965543668418
248,30.041589567432254
102,22.88661283767332
93,12.56781647304232
165,21.157602504103323
364,22.538020101979498
372,30.232680099203954
49,19.741195586630887
3,17.191728853039702
58,26.29298622826392
218,28.654609457291365
197,27.762051929593028
123,23.145489664545302
383,32.820874339386094
192,21.691264962704963
393,27.09500330967012
231,16.122372053219042
324,26.152534751350444
20,27.320957063901055
133,24.28719341373332
281,23.933484051053725
202,19.299220172255854
381,33.34978443443533
357,31.49773171727275
291,18.607497843935608
60,25.957823079686634
253,21.1805463583354
259,20.729178659583916
163,16.40771539681788
261,19.657675176488958
