id,mpg
219,32.16806040379436
322,32.64482353727938
260,24.988418684305454
168,29.43937188222743
97,15.669631717507695
223,17.286990254394393
367,24.105886481486937
239,29.03809615753219
206,30.37183957143512
92,11.766943447963332
241,29.804052971452702
53,25.11733570649547
83,25.431976973381605
347,34.80917330920019
203,22.70018669881372
269,30.514635534720004
237,25.026156484870942
328,26.123741113505968
225,15.704426267885058
85,28.009712790537744
374,28.109691984694113
155,20.974901495526478
391,32.05872381287455
180,23.70591372173809
132,31.151635006697912
274,29.740581119110647
190,16.191492126883897
343,30.57766136238185
55,29.205378931089275
376,35.352919232436264
279,31.90185802079763
116,14.036565506020882
360,26.358568516042137
35,15.868517701907077
306,26.71847819273722
153,21.945345862447976
136,17.053798917313866
338,32.08478347529153
189,15.466876208855407
369,29.058596640146323
105,9.184959489902095
216,18.748094392797224
42,12.841474097893407
96,9.080909211933587
7,10.967133010925604
169,24.349111070149267
213,14.17773554894865
319,30.18272814880152
171,25.205948304980065
82,25.856438151265255
151,27.52516160129591
141,12.977991563400106
349,34.809764331621835
371,30.212339170325986
302,29.70252590912153
234,31.69175994583342
164,18.456320019700524
193,19.669449020493627
377,35.41846811496001
174,26.760470664603968
242,26.847075978314724
86,13.878603349821166
76,13.917773079467462
366,27.197384781437282
27,9.623492357393737
48,17.28088880229392
267,28.62847236749511
14,20.16419271784972
299,20.17960560750114
258,23.521811653246406
235,25.7713159815217
305,30.694082949322155
57,26.00837965918579
270,28.476819030043988
110,24.109745341579835
39,11.541620535297152
229,21.903888958455934
214,16.469365253449677
195,22.96983867687749
245,32.41024768897964
227,19.802556692781213
247,32.39937446613476
158,13.006612811064858
108,20.86810404245075
64,12.77214126833925
215,17.735522018722424
243,24.352122540720092
205,30.498675716585876
127,23.458889708167913
70,11.480087921655997
212,17.259170459113403
282,26.529080892534875
321,30.996885017961343
101,21.96300632918722
394,28.51060179804109
353,30.18848652890623
386,34.897946521883824
167,21.76113200107562
161,15.279586596511589
9,11.603114888429733
287,20.940145593523194
397,29.706394764943095
144,26.329462574384248
276,23.952867296895295
204,31.29732829296358
388,29.350352000219456
128,20.957559915397784
31,23.48298144707716
275,24.060729509878254
348,34.541563143855186
126,21.954682008537898
103,28.859467554305414
294,33.096746383434166
251,20.255647099341953
329,25.197102895979366
17,20.083855311969703
45,6.588259678003393
54,29.05926173069479
188,14.671320739720347
354,32.89151390570635
19,25.141894670565666
336,30.49481088310944
368,29.42525961138146
296,31.509152943967198
255,25.338134782825872
257,21.479898254827912
25,20.75789353240732
138,10.347484696356954
47,22.47232411309172
217,31.51847699983639
209,17.929155892923706
32,26.398458502414538
114,23.10805451085223
339,30.162049295462207
16,20.70888460397465
392,30.876485003330036
72,25.14262448878758
254,24.035938294425303
26,8.84453815900227
323,33.0993666959198
387,26.400558179016063
288,20.21093380595863
293,19.917477083449217
315,26.64494450244855
88,14.6976157559337
268,29.672731670261864
298,23.150194857822672
162,15.340489360959712
176,29.81929901900038
91,9.565793647680355
50,23.92131190812665
11,15.990249094603069
284,24.023837387264916
112,27.18600996464819
146,28.902810528678327
95,10.668642333473219
317,24.489863221982805
344,36.66916843700274
249,33.578146329125005
334,26.861180635088406
98,19.85713156144747
129,18.481662873263108
211,24.81070557871273
359,30.75509476630572
271,30.033585279021292
111,26.125586533185388
208,21.487869956079397
15,24.740702841723074
179,23.160460563972396
327,31.759746184105406
248,31.661007294377317
102,22.55886134936919
93,12.535498815457121
165,20.901573908236653
364,22.805908146611184
372,30.094576305130435
49,19.337667593066616
3,16.63414092122363
58,26.998171904691457
218,28.00571744587813
197,27.665157455582136
123,22.28090891205864
383,34.42239934521962
192,21.130157611832434
393,27.202414801848914
231,16.465990263643075
324,25.301564121343045
20,27.25065331951424
133,23.604750859832546
281,23.697731203153385
202,18.863148791712216
381,34.95367728348545
357,32.99383997590242
291,19.366344262131125
60,26.29218338988441
253,21.19707662997182
259,20.71211606401933
163,16.617377743442876
261,19.779470188166282
