id,mpg
219,23.5
322,23.5
260,23.5
168,23.5
97,23.5
223,23.5
367,23.5
239,23.5
206,23.5
92,23.5
241,23.5
53,23.5
83,23.5
347,23.5
203,23.5
269,23.5
237,23.5
328,23.5
225,23.5
85,23.5
374,23.5
155,23.5
391,23.5
180,23.5
132,23.5
274,23.5
190,23.5
343,23.5
55,23.5
376,23.5
279,23.5
116,23.5
360,23.5
35,23.5
306,23.5
153,23.5
136,23.5
338,23.5
189,23.5
369,23.5
105,23.5
216,23.5
42,23.5
96,23.5
7,23.5
169,23.5
213,23.5
319,23.5
171,23.5
82,23.5
151,23.5
141,23.5
349,23.5
371,23.5
302,23.5
234,23.5
164,23.5
193,23.5
377,23.5
174,23.5
242,23.5
86,23.5
76,23.5
366,23.5
27,23.5
48,23.5
267,23.5
14,23.5
299,23.5
258,23.5
235,23.5
305,23.5
57,23.5
270,23.5
110,23.5
39,23.5
229,23.5
214,23.5
195,23.5
245,23.5
227,23.5
247,23.5
158,23.5
108,23.5
64,23.5
215,23.5
243,23.5
205,23.5
127,23.5
70,23.5
212,23.5
282,23.5
321,23.5
101,23.5
394,23.5
353,23.5
386,23.5
167,23.5
161,23.5
9,23.5
287,23.5
397,23.5
144,23.5
276,23.5
204,23.5
388,23.5
128,23.5
31,23.5
275,23.5
348,23.5
126,23.5
103,23.5
294,23.5
251,23.5
329,23.5
17,23.5
45,23.5
54,23.5
188,23.5
354,23.5
19,23.5
336,23.5
368,23.5
296,23.5
255,23.5
257,23.5
25,23.5
138,23.5
47,23.5
217,23.5
209,23.5
32,23.5
114,23.5
339,23.5
16,23.5
392,23.5
72,23.5
254,23.5
26,23.5
323,23.5
387,23.5
288,23.5
293,23.5
315,23.5
88,23.5
268,23.5
298,23.5
162,23.5
176,23.5
91,23.5
50,23.5
11,23.5
284,23.5
112,23.5
146,23.5
95,23.5
317,23.5
344,23.5
249,23.5
334,23.5
98,23.5
129,23.5
211,23.5
359,23.5
271,23.5
111,23.5
208,23.5
15,23.5
179,23.5
327,23.5
248,23.5
102,23.5
93,23.5
165,23.5
364,23.5
372,23.5
49,23.5
3,23.5
58,23.5
218,23.5
197,23.5
123,23.5
383,23.5
192,23.5
393,23.5
231,23.5
324,23.5
20,23.5
133,23.5
281,23.5
202,23.5
381,23.5
357,23.5
291,23.5
60,23.5
253,23.5
259,23.5
163,23.5
261,23.5
