id,mpg
219,32.16806040379439
322,32.6448235372794
260,24.988418684305444
168,29.439371882227455
97,15.669631717507688
223,17.286990254394386
367,24.105886481486912
239,29.038096157532216
206,30.37183957143515
92,11.766943447963305
241,29.804052971452727
53,25.117335706495496
83,25.431976973381616
347,34.80917330920022
203,22.700186698813702
269,30.51463553472001
237,25.026156484870956
328,26.123741113505965
225,15.704426267885037
85,28.009712790537765
374,28.109691984694113
155,20.974901495526467
391,32.05872381287455
180,23.705913721738085
132,31.151635006697944
274,29.74058111911065
190,16.191492126883887
343,30.577661362381868
55,29.205378931089314
376,35.35291923243628
279,31.901858020797654
116,14.036565506020859
360,26.35856851604212
35,15.868517701907084
306,26.71847819273723
153,21.94534586244796
136,17.05379891731387
338,32.084783475291545
189,15.466876208855393
369,29.05859664014633
105,9.184959489902049
216,18.748094392797213
42,12.841474097893393
96,9.080909211933534
7,10.967133010925568
169,24.34911107014928
213,14.177735548948629
319,30.182728148801527
171,25.20594830498008
82,25.856438151265266
151,27.525161601295924
141,12.97799156340009
349,34.809764331621864
371,30.212339170326
302,29.702525909121555
234,31.69175994583345
164,18.4563200197005
193,19.66944902049363
377,35.41846811496002
174,26.760470664603975
242,26.84707597831472
86,13.878603349821145
76,13.917773079467448
366,27.19738478143728
27,9.62349235739371
48,17.28088880229393
267,28.62847236749514
14,20.16419271784971
299,20.17960560750112
258,23.5218116532464
235,25.77131598152171
305,30.694082949322173
57,26.008379659185827
270,28.47681903004402
110,24.10974534157986
39,11.541620535297126
229,21.903888958455912
214,16.46936525344966
195,22.96983867687748
245,32.41024768897968
227,19.802556692781206
247,32.39937446613479
158,13.00661281106483
108,20.86810404245077
64,12.772141268339215
215,17.735522018722417
243,24.35212254072011
205,30.4986757165859
127,23.458889708167906
70,11.480087921655972
212,17.2591704591134
282,26.52908089253487
321,30.996885017961347
101,21.963006329187223
394,28.510601798041087
353,30.188486528906253
386,34.89794652188384
167,21.761132001075634
161,15.27958659651157
9,11.603114888429698
287,20.940145593523184
397,29.706394764943102
144,26.329462574384273
276,23.952867296895306
204,31.297328292963623
388,29.35035200021944
128,20.957559915397795
31,23.482981447077186
275,24.06072950987826
348,34.5415631438552
126,21.954682008537898
103,28.859467554305454
294,33.096746383434194
251,20.255647099341935
329,25.197102895979352
17,20.083855311969707
45,6.58825967800334
54,29.05926173069483
188,14.671320739720322
354,32.891513905706375
19,25.141894670565694
336,30.49481088310945
368,29.425259611381463
296,31.509152943967223
255,25.338134782825875
257,21.479898254827916
25,20.757893532407326
138,10.347484696356924
47,22.47232411309174
217,31.518476999836412
209,17.929155892923703
32,26.39845850241455
114,23.108054510852273
339,30.16204929546222
16,20.70888460397466
392,30.87648500333005
72,25.142624488787593
254,24.035938294425286
26,8.84453815900223
323,33.09936669591982
387,26.400558179016077
288,20.210933805958604
293,19.917477083449192
315,26.64494450244856
88,14.697615755933679
268,29.672731670261875
298,23.150194857822644
162,15.340489360959698
176,29.819299019000404
91,9.565793647680307
50,23.92131190812668
11,15.990249094603062
284,24.0238373872649
112,27.186009964648218
146,28.90281052867836
95,10.668642333473166
317,24.489863221982787
344,36.66916843700278
249,33.57814632912504
334,26.861180635088413
98,19.85713156144749
129,18.48166287326311
211,24.81070557871275
359,30.755094766305728
271,30.033585279021292
111,26.125586533185402
208,21.487869956079415
15,24.740702841723095
179,23.160460563972396
327,31.75974618410543
248,31.661007294377335
102,22.558861349369195
93,12.535498815457096
165,20.901573908236664
364,22.80590814661118
372,30.094576305130445
49,19.337667593066612
3,16.634140921223633
58,26.998171904691475
218,28.005717445878155
197,27.665157455582165
123,22.280908912058663
383,34.42239934521963
192,21.130157611832452
393,27.20241480184891
231,16.465990263643047
324,25.30156412134307
20,27.250653319514278
133,23.604750859832567
281,23.697731203153385
202,18.863148791712216
381,34.95367728348546
357,32.99383997590244
291,19.366344262131094
60,26.292183389884432
253,21.19707662997182
259,20.712116064019334
163,16.617377743442866
261,19.779470188166272
