CONTROLN,TARGET_D
1171,59.52989929019532
176468,59.32446887415426
60752,58.69392206037446
126337,57.22448210219409
17820,57.369351837543945
134279,59.18090764386034
159385,58.27387793090202
81523,58.110159644484156
93441,58.66165313890451
38373,59.21024970622966
188443,60.53315870296683
140920,58.210685215533886
185912,61.391974221163764
161403,63.290491948919225
119447,56.306005497808655
83395,56.531162601741016
16166,59.03159469781531
123943,60.60793541174462
69302,61.49834641254165
42420,58.629633179978555
48947,59.69824829238314
155569,58.109556537137905
189367,59.80344145228992
136366,57.32006855043437
150601,58.311185821035906
56186,59.742430921711275
25533,59.041545247213435
147232,57.47532260812295
72050,58.93911259855304
163892,60.04945814540224
97255,58.44873947103224
188668,51.429901909683394
154568,57.5258356817958
179873,58.25284009578536
114314,57.36030832110737
72002,61.3555334897992
163131,60.704680501998155
73101,62.25133222338627
112249,61.44629272971724
29777,56.3877164388814
138953,58.74498424462581
121664,59.76367162953102
65159,58.248062176224266
159171,59.805750313398676
110955,58.43062158007706
25110,59.85597822913587
65363,58.917361722080386
25084,58.94339335768382
64811,59.1455260121711
174297,60.59358078590958
189827,60.393769795820845
126040,60.08473949641666
127604,57.649541977869376
99258,58.682891368509445
27294,61.116388508988166
71056,59.23430121782803
108004,57.885149365136385
42054,58.58249739474559
157251,56.133514455521436
13151,55.33403757330416
135344,59.4922682737033
107376,60.548871673669055
179927,59.99473738616871
50338,59.40741271451225
143185,57.86749611844789
117341,55.026048038091176
85438,59.38743538970266
117102,60.2452701352413
111397,59.85195923009633
77080,58.749780855798235
87117,60.0003732688765
120023,57.764264278539486
63731,60.339968456512
165086,59.000888450682396
72281,60.18303083000501
121885,61.56537041410047
21403,58.26429709110744
102639,56.70899008705601
86777,58.82883991794188
34996,61.55585653570961
136791,57.74104023444124
34236,57.817830718857294
105631,59.8160204241849
146382,60.05148733786882
64717,59.47121458888796
9928,54.53028426232413
70161,60.847982949986545
187592,62.472291455840605
95024,58.71182674865668
67463,58.014357855721755
76028,61.796113573593175
190322,62.38457574296808
26235,57.05719889098509
152574,59.73949471883316
55712,66.37129018118321
97767,58.33031482016668
31959,59.32966964720981
17526,60.22348522034736
119626,61.24915101802071
171286,63.89288300052431
20167,58.63840899002389
106362,56.051800294124405
78851,56.84799243286761
83856,58.279255063072924
12919,61.5079345542872
189824,60.313363342460434
4783,59.50753678922047
26936,59.528128636937254
22626,54.621871480465416
187638,60.719012858793576
165420,58.27325297380594
11508,57.613184859792455
181700,58.863392643143015
31389,59.44337607658963
41083,62.526208771085294
158627,60.66090337906462
98193,59.140651210667784
5432,60.80921657382896
74968,59.94670568840229
81795,57.72766236020834
134628,59.59538836340835
124843,56.75738925809492
191291,59.736321288186446
21654,60.15772141669004
123392,61.87313170656125
128239,59.05824957130062
74588,59.18983456510068
103913,62.134222861110175
124344,59.878354430655236
18923,59.046195911305404
46288,60.42693702838005
96036,58.16878508372611
27174,54.441168562445455
100414,62.245599080550164
100356,57.16877280968038
8716,58.08304936603054
110538,57.750534757735295
141925,58.0469438317632
52315,58.47925898320864
54645,59.60826493938657
190920,59.10569680405388
132894,59.60390851552984
73985,58.608814753015395
114751,64.0297403670229
16867,57.96758760812736
137256,60.6022305053375
186534,57.71710523020556
156996,62.021312085717
164146,57.655191161735274
35270,61.79489873047714
158396,57.14901027632004
48267,58.40634542948828
106979,57.90762398525476
79420,60.55471791567834
60336,58.83021277365333
71680,58.14292358757484
107186,57.0556211109797
17503,61.40404404453511
111622,59.312196415263315
11873,73.81692513067719
150411,59.48408529741937
124443,60.48952788500901
109693,58.808751598220624
83462,59.68039613397377
68681,57.23313848247017
85202,57.92437425171556
77734,59.530337989468535
126451,58.32313114362296
79705,59.516337868002665
2153,31.910100557675833
76994,55.880950170902
19129,60.18776611248359
172908,60.4425854983765
92685,59.33042119156016
2583,61.876240857091034
139336,59.72904820992335
16171,59.919438926335715
100208,57.2587067554432
145537,62.50786080641592
106412,59.3742914850518
73321,58.11489856900516
60515,58.251164042314485
17791,59.654335315828575
170824,58.27578415753669
130789,58.20589372656468
160067,59.295600437075336
168297,58.857896148138025
90003,58.86379484794634
133683,59.30817667912743
90818,57.78079636781513
45565,57.90180366712593
28480,59.60441645049468
171488,62.66143983264374
141403,61.63603860979492
1330,63.64086207654145
152939,63.320843336599864
174945,58.35600296609482
91789,58.749873395167015
89783,59.39088781572718
165038,58.44483123876307
1164,61.78525481243196
18966,56.49788136481584
24434,60.126581206070114
5626,20.519794281155555
92362,60.0274192836514
177834,59.133339430021806
107514,58.149666082610565
113711,59.112191971686116
50884,56.87563243090153
111476,59.9046487862106
13066,59.64831668941224
189352,62.82006734463539
65776,57.7789436888379
72982,58.971739940689076
39556,59.612935324745195
38911,59.5997249845168
87911,57.05978468213107
91621,61.1452881791829
34135,58.70402932364959
60632,57.13335287779046
173658,63.18745158614183
64570,63.999680366774555
151685,60.5963094646977
170078,59.62599497429619
68866,57.31005607443694
53869,61.09084811028151
163435,63.10580773966649
76689,55.631144963608676
115016,59.401328994286814
65524,63.514751702921785
128041,58.235766297273585
173408,59.18143668187258
144673,58.38218029580639
76893,59.9158403129768
152470,64.9801111611614
72378,58.19764141276755
140507,59.4991155298012
134183,56.62873534348728
143577,57.37582391981414
173001,55.28699442424295
95729,59.34465633383661
26690,58.80310130331418
27872,57.526262507075444
137784,62.78899694399297
15581,57.92175557332848
144616,59.06684460519136
70,60.60200380903916
175071,59.07946204664768
186271,61.05989618266722
74313,59.420858597757615
114034,57.33282328065616
55621,59.38386527019247
126464,59.278114325508795
77025,58.776330954557125
13808,59.26136216597297
142313,58.98860693025563
79097,58.87413248041776
63714,59.890011451056125
4729,62.458144835487474
65787,60.428982789992006
81793,57.24269984993771
87360,58.148381562647046
38586,56.58266269685555
6107,62.169392527741365
24784,60.61692576166024
42300,62.55814631918474
186623,59.0380476049977
79532,58.52351034188723
18952,60.85620276089685
64467,60.310445812587204
101492,59.78175331476632
87813,60.79036572102086
149009,56.89357781572471
135268,58.05609580476448
95285,59.5431310538861
11124,59.303236895186274
160239,59.363141732925214
12225,53.61496347258799
29019,59.23522900779972
16160,57.6721680150913
84854,59.319399256797624
9640,57.78907639549834
113684,56.15329579358513
43968,58.83837734386725
94057,62.739773350367614
23813,59.382102023746484
111974,59.95406468871988
50562,58.247382046756684
149982,58.66582850258601
432,49.65785891364794
136581,58.77238489881711
58712,58.52104163907097
13099,58.02802548492218
143303,58.37664270684763
166434,59.652261775379884
93953,57.64503542935563
