CONTROLN,TARGET_D
1171,0.8589135193824767
176468,0.6788489031791687
60752,0.6788489031791687
126337,0.6788489031791687
17820,0.8207305073738098
134279,0.8207305073738098
159385,0.6788489031791687
81523,0.6788489031791687
93441,0.6788489031791687
38373,0.6788489031791687
188443,0.6788489031791687
140920,0.8207305073738098
185912,0.8207305073738098
161403,0.6788489031791687
119447,0.8207305073738098
83395,0.8207305073738098
16166,0.6788489031791687
123943,0.6788489031791687
69302,0.6788489031791687
42420,0.6788489031791687
48947,0.6788489031791687
155569,0.8207305073738098
189367,0.6788489031791687
136366,0.6788489031791687
150601,0.6788489031791687
56186,0.6788489031791687
25533,0.8207305073738098
147232,0.8207305073738098
72050,0.6788489031791687
163892,0.8207305073738098
97255,0.6788489031791687
188668,0.6788489031791687
154568,0.8207305073738098
179873,0.8207305073738098
114314,0.6788489031791687
72002,0.6788489031791687
163131,0.6788489031791687
73101,0.6788489031791687
112249,0.6788489031791687
29777,0.8207305073738098
138953,0.8207305073738098
121664,0.8207305073738098
65159,0.6788489031791687
159171,0.8207305073738098
110955,0.8207305073738098
25110,0.6788489031791687
65363,0.8207305073738098
25084,0.6788489031791687
64811,0.6788489031791687
174297,0.8207305073738098
189827,0.6788489031791687
126040,0.6788489031791687
127604,0.6788489031791687
99258,0.6788489031791687
27294,0.6788489031791687
71056,0.6788489031791687
108004,0.6788489031791687
42054,0.6788489031791687
157251,0.8589135193824767
13151,0.6788489031791687
135344,0.6788489031791687
107376,0.6788489031791687
179927,0.6788489031791687
50338,0.6788489031791687
143185,0.8207305073738098
117341,0.8589135193824767
85438,0.6788489031791687
117102,0.8207305073738098
111397,0.6788489031791687
77080,0.6788489031791687
87117,0.6788489031791687
120023,0.6788489031791687
63731,0.6788489031791687
165086,0.8207305073738098
72281,0.6788489031791687
121885,0.8207305073738098
21403,0.6788489031791687
102639,0.6788489031791687
86777,0.6788489031791687
34996,0.6788489031791687
136791,0.8207305073738098
34236,0.8207305073738098
105631,0.6788489031791687
146382,0.8207305073738098
64717,0.8207305073738098
9928,0.6788489031791687
70161,0.8207305073738098
187592,0.6788489031791687
95024,0.6788489031791687
67463,0.6788489031791687
76028,0.6788489031791687
190322,0.8589135193824767
26235,0.8207305073738098
152574,0.6788489031791687
55712,0.6788489031791687
97767,0.6788489031791687
31959,0.8589135193824767
17526,0.8207305073738098
119626,0.6788489031791687
171286,0.8207305073738098
20167,0.6788489031791687
106362,0.6788489031791687
78851,0.6788489031791687
83856,0.8207305073738098
12919,0.8207305073738098
189824,0.8207305073738098
4783,0.8207305073738098
26936,0.6788489031791687
22626,0.6788489031791687
187638,0.6788489031791687
165420,0.8207305073738098
11508,0.6788489031791687
181700,0.8207305073738098
31389,0.6788489031791687
41083,0.8207305073738098
158627,0.8207305073738098
98193,0.6788489031791687
5432,0.8207305073738098
74968,0.6788489031791687
81795,0.6788489031791687
134628,0.8207305073738098
124843,0.6788489031791687
191291,0.6788489031791687
21654,0.6788489031791687
123392,0.6788489031791687
128239,0.8207305073738098
74588,0.6788489031791687
103913,0.6788489031791687
124344,0.6788489031791687
18923,0.6788489031791687
46288,0.6788489031791687
96036,0.6788489031791687
27174,0.8207305073738098
100414,0.8207305073738098
100356,0.8207305073738098
8716,0.6788489031791687
110538,0.6788489031791687
141925,0.8207305073738098
52315,0.6788489031791687
54645,0.6788489031791687
190920,0.6788489031791687
132894,0.6788489031791687
73985,0.6788489031791687
114751,0.6788489031791687
16867,0.6788489031791687
137256,0.6788489031791687
186534,0.6788489031791687
156996,0.8589135193824767
164146,0.8207305073738098
35270,0.8207305073738098
158396,0.6788489031791687
48267,0.6788489031791687
106979,0.8207305073738098
79420,0.8207305073738098
60336,0.6788489031791687
71680,0.6788489031791687
107186,0.6788489031791687
17503,0.8207305073738098
111622,0.6788489031791687
11873,0.8589135193824767
150411,0.8207305073738098
124443,0.6788489031791687
109693,0.6788489031791687
83462,0.8207305073738098
68681,0.8207305073738098
85202,0.6788489031791687
77734,0.8207305073738098
126451,0.8207305073738098
79705,0.8207305073738098
2153,0.6788489031791687
76994,0.6788489031791687
19129,0.6788489031791687
172908,0.6788489031791687
92685,0.6788489031791687
2583,0.8207305073738098
139336,0.8207305073738098
16171,0.6788489031791687
100208,0.6788489031791687
145537,0.8207305073738098
106412,0.6788489031791687
73321,0.8207305073738098
60515,0.6788489031791687
17791,0.8207305073738098
170824,0.6788489031791687
130789,0.8207305073738098
160067,0.6788489031791687
168297,0.8207305073738098
90003,0.6788489031791687
133683,0.6788489031791687
90818,0.6788489031791687
45565,0.6788489031791687
28480,0.6788489031791687
171488,0.6788489031791687
141403,0.8207305073738098
1330,9.156785871982574
152939,0.6788489031791687
174945,0.6788489031791687
91789,0.8207305073738098
89783,0.6788489031791687
165038,0.8207305073738098
1164,0.8207305073738098
18966,0.6788489031791687
24434,0.6788489031791687
5626,0.6788489031791687
92362,0.8207305073738098
177834,0.6788489031791687
107514,0.6788489031791687
113711,0.6788489031791687
50884,0.6788489031791687
111476,0.6788489031791687
13066,0.6788489031791687
189352,0.8207305073738098
65776,0.8207305073738098
72982,0.6788489031791687
39556,0.8589135193824767
38911,0.8207305073738098
87911,0.8589135193824767
91621,0.6788489031791687
34135,0.6788489031791687
60632,0.8207305073738098
173658,0.8207305073738098
64570,0.6788489031791687
151685,0.6788489031791687
170078,0.8207305073738098
68866,0.8207305073738098
53869,0.6788489031791687
163435,0.8207305073738098
76689,0.6788489031791687
115016,0.6788489031791687
65524,0.6788489031791687
128041,0.6788489031791687
173408,0.6788489031791687
144673,0.6788489031791687
76893,0.8207305073738098
152470,0.8589135193824767
72378,0.6788489031791687
140507,0.6788489031791687
134183,0.6788489031791687
143577,0.8207305073738098
173001,0.6788489031791687
95729,0.6788489031791687
26690,0.6788489031791687
27872,0.6788489031791687
137784,0.6788489031791687
15581,0.8207305073738098
144616,0.6788489031791687
70,0.6788489031791687
175071,0.6788489031791687
186271,0.8207305073738098
74313,0.6788489031791687
114034,0.6788489031791687
55621,0.6788489031791687
126464,0.6788489031791687
77025,0.6788489031791687
13808,0.6788489031791687
142313,0.6788489031791687
79097,0.6788489031791687
63714,0.6788489031791687
4729,0.8207305073738098
65787,0.6788489031791687
81793,0.6788489031791687
87360,0.6788489031791687
38586,0.8207305073738098
6107,0.6788489031791687
24784,0.6788489031791687
42300,0.6788489031791687
186623,0.8207305073738098
79532,0.8207305073738098
18952,0.8207305073738098
64467,0.6788489031791687
101492,0.6788489031791687
87813,0.8207305073738098
149009,0.8207305073738098
135268,0.8207305073738098
95285,0.6788489031791687
11124,0.6788489031791687
160239,0.6788489031791687
12225,0.8589135193824767
29019,0.6788489031791687
16160,0.6788489031791687
84854,0.6788489031791687
9640,0.8207305073738098
113684,0.8207305073738098
43968,0.8207305073738098
94057,0.8207305073738098
23813,0.6788489031791687
111974,0.6788489031791687
50562,0.8207305073738098
149982,0.8207305073738098
432,0.8207305073738098
136581,0.8207305073738098
58712,0.6788489031791687
13099,0.6788489031791687
143303,0.8207305073738098
166434,9.156785871982574
93953,0.8207305073738098
51986,0.6788489031791687
185436,0.8207305073738098
66831,0.6788489031791687
45063,0.8207305073738098
33455,0.8207305073738098
106510,0.6788489031791687
32174,0.6788489031791687
67808,0.6788489031791687
118151,0.6788489031791687
111236,0.6788489031791687
167419,0.8207305073738098
72574,0.6788489031791687
2453,0.6788489031791687
174765,0.6788489031791687
7133,0.6788489031791687
91390,0.6788489031791687
78444,0.8207305073738098
85172,0.6788489031791687
85478,0.6788489031791687
74371,0.6788489031791687
131326,0.6788489031791687
69781,0.8207305073738098
115805,0.6788489031791687
77920,0.6788489031791687
132445,0.6788489031791687
73267,0.8207305073738098
41504,0.8589135193824767
112594,0.8207305073738098
